# Customers Currently,# Customers in Pipeline,Account Manager Name,Active Customer (PY),Before Selected Year,Before Selected Year-1,CHS Rename,CHS Tooltip,Close Date,Closed?,Colour - Customer Health Score Pipeline,Conversion or Lost? (Hist),Current Year?,Customer Health Score,Customer Name,DS Filter - Exclude,dummy,ID,Likely Churn?,Number of Customers - SY,Opp Type Tooltip,Opportunity Description,Opportunity Description2,Opportunity Name,Opportunity Number,Opportunity Stage Name,Opportunity Type,Opps Param Label,Opps Text,Pipeline Value Label,Pipeline Value Text,Portfolio Status,Prior Year Param,Right_Opportunity Description,Selected Account Manager,Selected Metric [Opps],Selected Metric [Opps] (copy),Selected Stage,Selected Year,Selected Year dot,Stage,Stage Name,Stage ▶,Table Filter,Title - Renewals or Pipeline,Year,Year of Close,ARR,Colour,Conversion Rate (%),Deal Size - Avg for SY,Deal Size - Colour,Deal Size - CY vs PY,Deal Size - PY,Expected Churn,In Pipeline,New Customers - CY vs PY,Number of Line Items,Number to Show,Opportunity/Opps,Pipeline - CY vs PY,Pipeline - CY vs PY %,Pipeline - Last Year,Pipeline Value (£),Pipeline Value - Colour,Pipeline Value - CY,Selected Metric,Selected Metric - ARR,Selected Metric - Opps,Upsell > Target,Upsell Target,Upsell vs Target,Upsells - CY,Upsells - PY,Value,Value (copy),Variance to Target - Conversion Rate
Reynolds LLC,,Jane Smith,Reynolds LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,29/09/2021,Historic,,Lost,False,,Reynolds LLC,,dummy,1795,Healthy,Reynolds LLC,New Business,License opp,Consulting opp (Infrastructure),Opportunity 1795,1795,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2021,2021,137405.897871919,False,1,,,,,,0,0,2,20,Opportunity,,,,,,,137405.897871919,137405.897871919,,,,,,,137405.897871919,137405.897871919,+50.0%
Wiegand LLC,,Emily Brown,Wiegand LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,17/03/2021,Historic,,Lost,False,,Wiegand LLC,,dummy,1218,Healthy,Wiegand LLC,New Business,License opp,Consulting opp (Infrastructure),Opportunity 1218,1218,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2021,2021,104949.004530196,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,104949.004530196,104949.004530196,,,,,,,104949.004530196,104949.004530196,+50.0%
Sawayn LLC,,John Doe,Sawayn LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,05/08/2015,Historic,,Lost,False,,Sawayn LLC,,dummy,676,Healthy,Sawayn LLC,New Business,License opp,Consulting opp (Long term),Opportunity 676,676,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,120957.338151279,False,1,,,,,,0,0,7,20,Opportunity,,,,,,,120957.338151279,120957.338151279,,,,,,,120957.338151279,120957.338151279,+50.0%
,,Emily Brown,Bayer Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,04/09/2014,Historic,,Lost,False,,Bayer Inc,,dummy,409,Expected Churn,Bayer Inc,New Business,License opp,Consulting opp (Short term),Opportunity 409,409,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2014,2014,,False,0,,,,,,0,0,7,20,Opportunity,,,,,,,16034.651784234,16034.651784234,,,,,,,16034.651784234,16034.651784234,-50.0%
Wiegand LLC,,Jessica White,Wiegand LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,13/01/2018,Historic,,Lost,False,,Wiegand LLC,,dummy,1216,Healthy,Wiegand LLC,New Business,License opp,Consulting opp (Short term),Opportunity 1216,1216,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,41315.246699684,False,1,,,,,,0,0,1,20,Opportunity,,,,,,,41315.246699684,41315.246699684,,,,,,,41315.246699684,41315.246699684,+50.0%
,,Kevin Martinez,Kozey LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,30/04/2022,Historic,,Lost,False,,Kozey LLC,,dummy,335,Expected Churn,Kozey LLC,New Business,License opp,License + LT Consulting opp,Opportunity 335,335,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,True,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2022,2022,,False,0,,,,132098.105126549,,0,0,8,20,Opportunity,,,,,,,132098.105126549,132098.105126549,,,,,,,132098.105126549,132098.105126549,-50.0%
,,David Wilson,Emmerich Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,20/07/2021,Historic,,Lost,False,,Emmerich Inc,,dummy,1774,Expected Churn,Emmerich Inc,New Business,License opp,License + ST Consulting opp,Opportunity 1774,1774,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,2,20,Opportunity,,,,,,,115064.907184584,115064.907184584,,,,,,,115064.907184584,115064.907184584,-50.0%
,,Daniel Martinez,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,02/09/2023,Historic,,Lost,False,,Smitham Inc,,dummy,1613,Expected Churn,Smitham Inc,New Business,License opp,License + ST Consulting opp,Opportunity 1613,1613,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,True,●,Closed Lost,,Closed Lost,True,Upcoming Renewals,2023,2023,,True,0,147371.980307478,,,,,0,1,5,20,Opportunity,,,,,,,147371.980307478,147371.980307478,,,36842.995076869,,,,147371.980307478,147371.980307478,-50.0%
,,Kevin Martinez,Ondricka LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,14/05/2015,Historic,,Lost,False,,Ondricka LLC,,dummy,1985,Expected Churn,Ondricka LLC,New Business,License opp,License + hosting opp,Opportunity 1985,1985,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2015,2015,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,114847.984291369,114847.984291369,,,,,,,114847.984291369,114847.984291369,-50.0%
Schmitt Inc,,James Jackson,Schmitt Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,14/11/2021,Historic,,Lost,False,,Schmitt Inc,,dummy,1601,Healthy,Schmitt Inc,New Business,License opp,License + hosting opp,Opportunity 1601,1601,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2021,2021,39043.298205138,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,39043.298205138,39043.298205138,,,,,,,39043.298205138,39043.298205138,+50.0%
Leffler Inc,,James Jackson,Leffler Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,06/02/2022,Historic,,Lost,False,,Leffler Inc,,dummy,1737,Healthy,Leffler Inc,New Business,License opp,License opp,Opportunity 1737,1737,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,True,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2022,2022,92475.068111083,False,1,,,,92475.068111083,,0,0,1,20,Opportunity,,,92475.068111083,,,,92475.068111083,92475.068111083,,,,,,,92475.068111083,92475.068111083,+50.0%
Hansen LLC,,Jessica White,Hansen LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,15/04/2018,Historic,,Lost,False,,Hansen LLC,,dummy,746,Healthy,Hansen LLC,New Business,License opp,License opp,Opportunity 746,746,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,License opp,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2018,2018,36500.868385475,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,36500.868385475,36500.868385475,,,,,,,36500.868385475,36500.868385475,+50.0%
,,Amanda Anderson,Herzog-Lang,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,29/12/2017,Historic,,Lost,False,,Herzog-Lang,,dummy,1460,Expected Churn,Herzog-Lang,New Business,License opp,Support plan + licenses,Opportunity 1460,1460,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,License opp,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2017,2017,,False,0,,,,,,0,0,2,20,Opportunity,,,,,,,41504.292916443,41504.292916443,,,,,,,41504.292916443,41504.292916443,-50.0%
Yost LLC,,Emily Brown,Yost LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,18/09/2017,Historic,,Lost,False,,Yost LLC,,dummy,84,Healthy,Yost LLC,New Business,License opp,Consulting opp (Long term),Opportunity 84,84,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,102116.427827188,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,102116.427827188,102116.427827188,,,,,,,102116.427827188,102116.427827188,+50.0%
Tromp Group,,Daniel Martinez,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,14/06/2023,Historic,,Lost,False,,Tromp Group,,dummy,1546,Healthy,Tromp Group,New Business,License opp,Consulting opp (Short term),Opportunity 1546,1546,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,107419.767809897,True,1,107419.767809897,,,,,0,1,6,20,Opportunity,,,,,,107419.767809897,107419.767809897,107419.767809897,,,26854.941952474,,,,107419.767809897,107419.767809897,+50.0%
,,Emily Brown,Paucek-Wyman,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,28/03/2014,Historic,,Lost,False,,Paucek-Wyman,,dummy,2000,Expected Churn,Paucek-Wyman,New Business,License opp,License + hosting opp,Opportunity 2000,2000,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2014,2014,,False,0,,,,,,0,0,4,20,Opportunity,,,,,,,81023.463751428,81023.463751428,,,,,,,81023.463751428,81023.463751428,-50.0%
Strosin LLC,,David Wilson,Strosin LLC,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,08/02/2017,Historic,,Lost,False,,Strosin LLC,,dummy,1181,Healthy,Strosin LLC,New Business,License opp,License opp,Opportunity 1181,1181,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,61345.017264103,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,61345.017264103,61345.017264103,,,,,,,61345.017264103,61345.017264103,+50.0%
Boehm Group,,Daniel Martinez,Boehm Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,10/11/2017,Historic,,Lost,False,,Boehm Group,,dummy,1610,Healthy,Boehm Group,New Business,License opp,License opp,Opportunity 1610,1610,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,175730.42544119,False,1,,,,,,0,0,10,20,Opportunity,,,,,,,175730.42544119,175730.42544119,,,,,,,175730.42544119,175730.42544119,+50.0%
,,Daniel Martinez,Ortiz-Mertz,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,13/03/2018,Historic,,Lost,False,,Ortiz-Mertz,,dummy,1687,Expected Churn,Ortiz-Mertz,New Business,License opp,Support plan + licenses,Opportunity 1687,1687,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Support plan + licenses,False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,25878.37838239,25878.37838239,,,,,,,25878.37838239,25878.37838239,-50.0%
Bayer Inc,,David Wilson,Bayer Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,03/04/2015,Historic,,Lost,False,,Bayer Inc,,dummy,411,Healthy,Bayer Inc,New Business,License opp,Support plan + licenses,Opportunity 411,411,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Support plan + licenses,False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,135876.755000999,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,135876.755000999,135876.755000999,,,,,,,135876.755000999,135876.755000999,+50.0%
,,Jessica White,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,31/08/2023,Historic,,Lost,False,,Bradtke LLC,,dummy,1354,Expected Churn,Bradtke LLC,New Business,Support plan + licenses,Consulting opp (Long term),Opportunity 1354,1354,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),False,False,True,False,True,●,Closed Lost,,Closed Lost,True,Upcoming Renewals,2023,2023,,True,0,24795.34299923,,,,,0,1,9,20,Opportunity,,,,,,,24795.34299923,24795.34299923,,,6198.835749808,,,,24795.34299923,24795.34299923,-50.0%
Mertz-Kling,,Samantha Lee,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,02/02/2023,Historic,,Lost,False,,Mertz-Kling,,dummy,1664,Healthy,Mertz-Kling,New Business,Support plan + licenses,License + ST Consulting opp,Opportunity 1664,1664,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Infrastructure),False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,148674.016215064,True,1,148674.016215064,,,,,0,1,10,20,Opportunity,,,,,,148674.016215064,148674.016215064,148674.016215064,,,37168.504053766,,,,148674.016215064,148674.016215064,+50.0%
,,Robert Harris,Weissnat Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,15/01/2020,Historic,,Lost,False,,Weissnat Inc,,dummy,1953,Expected Churn,Weissnat Inc,New Business,Support plan + licenses,License opp,Opportunity 1953,1953,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Infrastructure),True,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2020,2020,,False,0,,,,,,0,0,9,20,Opportunity,,,,,,,141461.510700514,141461.510700514,,,,,,,141461.510700514,141461.510700514,-50.0%
Stokes-Metz,,James Jackson,Stokes-Metz,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,25/11/2015,Historic,,Lost,False,,Stokes-Metz,,dummy,1370,Healthy,Stokes-Metz,New Business,Support plan + licenses,Consulting opp (Infrastructure),Opportunity 1370,1370,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2015,2015,93168.415746924,False,1,,,,,,0,0,4,20,Opportunity,,,,,,,93168.415746924,93168.415746924,,,,,,,93168.415746924,93168.415746924,+50.0%
Gorczany Inc,,Kevin Martinez,Gorczany Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/04/2019,Historic,,Lost,False,,Gorczany Inc,,dummy,1896,Healthy,Gorczany Inc,New Business,Support plan + licenses,Consulting opp (Long term),Opportunity 1896,1896,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2019,2019,103653.676384979,False,1,,,,,,0,0,3,20,Opportunity,,,,,,,103653.676384979,103653.676384979,,,,,,,103653.676384979,103653.676384979,+50.0%
,,James Jackson,Gleason-Fay,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/11/2022,Historic,,Lost,False,,Gleason-Fay,,dummy,1270,Expected Churn,Gleason-Fay,New Business,Support plan + licenses,Consulting opp (Short term),Opportunity 1270,1270,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,True,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2022,2022,,False,0,,,,67846.836472826,,0,0,3,20,Opportunity,,,,,,,67846.836472826,67846.836472826,,,,,,,67846.836472826,67846.836472826,-50.0%
Denesik-Howe,,Jessica White,Denesik-Howe,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,11/08/2019,Historic,,Lost,False,,Denesik-Howe,,dummy,1804,Healthy,Denesik-Howe,New Business,Support plan + licenses,License + LT Consulting opp,Opportunity 1804,1804,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Long term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2019,2019,138837.448437428,False,1,,,,,,0,0,6,20,Opportunity,,,,,,,138837.448437428,138837.448437428,,,,,,,138837.448437428,138837.448437428,+50.0%
,,Emily Brown,Hammes Inc,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,01/02/2021,Historic,,Lost,False,,Hammes Inc,,dummy,643,Expected Churn,Hammes Inc,New Business,Support plan + licenses,License + ST Consulting opp,Opportunity 643,643,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Long term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2021,2021,,False,0,,,,,,0,0,10,20,Opportunity,,,,,,,101029.239432195,101029.239432195,,,,,,,101029.239432195,101029.239432195,-50.0%
Bode-Dare,,Emily Brown,Bode-Dare,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,13/07/2017,Historic,,Lost,False,,Bode-Dare,,dummy,351,Healthy,Bode-Dare,New Business,Support plan + licenses,License + LT Consulting opp,Opportunity 351,351,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),False,False,True,False,False,,Closed Won,,Closed Won,True,Upcoming Renewals,2017,2017,70630.931218985,False,1,,,,,,0,0,5,20,Opportunity,,,,,,,70630.931218985,70630.931218985,,,,,,,70630.931218985,70630.931218985,+50.0%
Ziemann LLC,,Emily Brown,,True,False,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,31/12/2023,Historic,,Lost,False,,Ziemann LLC,,dummy,1110,Healthy,Ziemann LLC,New Business,Support plan + licenses,License + ST Consulting opp,Opportunity 1110,1110,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Won,False,Consulting opp (Short term),False,False,True,False,True,●,Closed Won,,Closed Won,True,Upcoming Renewals,2023,2023,143587.278311593,True,1,143587.278311593,,,,,0,1,8,20,Opportunity,,,,,,143587.278311593,143587.278311593,143587.278311593,,,35896.819577898,,,,143587.278311593,143587.278311593,+50.0%
,,Samantha Lee,Murphy Group,True,True,DNR,The client has expressed that they are unlikely to go ahead with this opportunity,19/04/2018,Historic,,Lost,False,,Murphy Group,,dummy,1747,Expected Churn,Murphy Group,New Business,Support plan + licenses,License opp,Opportunity 1747,1747,,NB,# Opportunities,Opportunities,Pipeline Value,Pipeline Value,Closed Lost,False,Consulting opp (Short term),False,False,True,False,False,,Closed Lost,,Closed Lost,True,Upcoming Renewals,2018,2018,,False,0,,,,,,0,0,3,20,Opportunity,,,,,,,178687.367268263,178687.367268263,,,,,,,178687.367268263,178687.367268263,-50.0%
